SalesId,SalesPrice
1229428,13533.0
1229429,19715.0
1229439,36735.0
1229443,31720.0
1229444,7145.0
1229454,18495.0
1229455,6924.0
1229459,21441.0
1229463,7024.0
1229471,34870.0
1229473,25455.0
1229474,40730.0
1229475,42477.0
1229476,45990.0
1229477,41685.0
1229480,22204.0
1229497,23547.0
1229498,16810.0
1229511,11925.0
1229513,24445.0
1229514,28554.0
1229515,30720.0
1229516,33084.0
1229517,13235.0
1229518,14232.0
1229519,25884.0
1229520,26864.0
1229521,26185.0
1229522,33385.0
1229523,21590.0
1229536,25375.0
1229539,30798.0
1229541,16360.0
1229543,11419.0
1229546,20270.0
1229547,12787.0
1229548,12964.0
1229549,11348.0
1229553,47825.0
1229564,64265.0
1229567,16680.0
1229580,44140.0
1229581,20320.0
1229582,28342.0
1229583,29545.0
1229585,8916.0
1229586,28489.0
1229589,9888.0
1229590,35380.0
1229591,10145.0
1229594,18435.0
1229597,17971.0
1229601,24950.0
1229604,11937.0
1229606,11425.0
1229609,52570.0
1229620,8916.0
1229622,41910.0
1229624,23070.0
1229639,10531.0
1229646,27677.0
1229648,24805.0
1229649,12618.0
1229654,24820.0
1229656,24054.0
1229657,25042.0
1229671,18165.0
1229672,20039.0
1229676,19785.0
1229677,27340.0
1229679,13914.5
1229680,25208.0
1229681,20145.0
1229689,67770.0
1229690,37945.0
1229691,53730.0
1229708,20140.0
1229711,18390.0
1229726,27635.28
1229728,48395.0
1229729,57005.0
1229730,15765.0
1229734,33306.0
1229739,8521.6
1229740,19090.0
1229741,16240.0
1229742,10528.0
1229743,17360.0
1229754,15460.0
1229759,29815.28
1229762,19506.0
1229763,11150.0
1229772,32075.0
1229775,28705.0
1229777,20655.0
1229783,28686.0
1229784,39370.0
1229785,37820.0
1229789,21230.0
1229790,22110.0
1229795,26130.28
1229798,14804.0
1229804,19099.0
1229807,30800.0
1229809,18820.0
1229810,21734.0
1229811,23620.0
1229812,64310.0
1229814,20090.0
1229816,26305.0
1229817,23261.0
1229820,46990.0
1229821,10836.0
1229822,20745.0
1229825,24209.0
1229827,22383.0
1229832,19748.0
1229841,24965.0
1229842,27590.0
1229848,36507.0
1229860,25789.0
1229862,13960.0
1229869,18756.0
1229873,44530.0
1229874,58000.0
1229875,45200.0
1229876,20205.0
1229877,12480.0
1229878,54965.0
1229879,13520.0
1229884,18294.0
1229889,55470.0
1229890,57450.0
1229893,38190.0
1229896,27747.0
1229902,50590.0
1229905,34920.0
1229906,22990.0
1229907,24560.0
1229908,22431.0
1229910,14540.0
1229924,39100.0
1229927,20830.0
1229928,20145.0
1229929,68355.0
1229930,26050.0
1229932,46130.0
1229934,21478.0
1229937,30850.0
1229939,32890.0
1229942,13425.0
1229948,21130.0
1229955,19677.0
1229970,8911.6
1229974,66340.0
1229975,69695.0
1229977,20325.0
1229999,22325.0
1230003,20665.0
1230004,25022.0
1230005,24572.0
1230008,12535.0
1230010,22100.0
1230011,11127.0
1230014,13867.0
1230018,21185.0
1230019,20945.0
1230020,9910.0
1230021,10080.0
1230022,24200.0
1230025,22045.0
1230029,17945.0
1230030,18305.0
1230032,47010.0
1230037,21885.0
1230038,26950.0
1230039,31335.0
1230041,22835.0
1230047,25285.0
1230094,26285.0
1230106,60160.0
1230114,19076.0
1230117,61735.0
1230120,27120.0
1230121,13830.0
1230122,24950.0
1230123,34820.0
1230133,16875.0
1230139,23257.0
1230140,8861.0
1230146,23720.0
1230149,29700.0
1230150,23415.0
1230156,56910.0
1230162,54015.0
1230165,35670.0
1230166,35015.0
1230167,31075.0
1230169,44710.0
1230170,66490.0
1230171,48220.0
1230172,23010.0
1230173,22840.0
1230174,22840.0
1230175,43780.0
1230176,44370.0
1230177,44910.0
1230178,32495.28
1230179,34035.28
1230181,41900.0
1230210,12610.0
1230216,39090.0
1230217,33020.0
1230221,20822.0
1230222,24878.0
1230227,45930.0
1230230,33200.0
1230232,43000.0
1230233,22198.0
1230234,23615.0
1230235,36525.0
1230236,54420.0
1230237,31590.0
1230238,32700.0
1230239,27125.0
1230265,18850.0
1230266,25710.0
1230267,25075.0
1230268,24870.0
1230274,9897.0
1230277,39070.0
1230286,16911.5
1230287,27950.0
1230294,36075.0
1230300,67660.0
1230301,64280.0
1230303,44880.0
1230305,47370.0
1230309,48515.0
1230312,70200.0
1230314,58000.0
1230321,69965.0
1230322,47410.0
1230324,72600.0
1230325,76790.0
1230326,41280.0
1230327,33915.0
1230328,27190.0
1230329,17060.0
1230338,41655.0
1230339,47875.0
1230341,7805.0
1230342,22195.0
1230364,46840.0
1230366,41500.0
1230369,21665.0
1230370,21725.0
1230374,30765.0
1230376,9200.0
1230389,51340.0
1230390,27525.0
1230391,36190.0
1230393,21060.0
1230401,44095.0
1230404,47250.0
1230405,10377.0
1230409,11429.5
1230410,11409.5
1230411,11339.5
1230412,11449.5
1230413,11629.0
1230414,18560.0
1230420,52280.0
1230421,56360.0
1230422,19510.0
1230423,19730.0
1230424,20110.0
1230425,20170.0
1230426,19340.0
1230427,19760.0
1230428,19620.0
1230429,19620.0
1230430,19490.0
1230431,19620.0
1230432,19400.0
1230433,19480.0
1230434,19520.0
1230435,19910.0
1230436,19030.0
1230437,19340.0
1230438,19790.0
1230439,19860.0
1230440,19930.0
1230441,19620.0
1230442,19760.0
1230443,50795.0
1230446,44965.0
1230447,46455.0
1230448,20917.0
1230457,35520.0
1230458,36470.0
1230463,24956.6
1230464,15705.0
1230477,20265.0
1230481,29805.0
1230495,56265.0
1230496,60725.0
1230498,51580.0
1230499,36060.0
1230502,33700.0
1230503,19391.0
1230513,19859.0
1230514,26190.0
1230519,28999.0
1230520,30149.0
1230521,21425.0
1230522,28187.0
1230523,25695.0
1230529,10280.0
1230530,10258.0
1230533,39750.0
1230534,26817.0
1230536,16934.0
1230538,10741.0
1230544,26809.0
1230549,28360.0
1230554,21665.0
1230555,31995.0
1230557,7425.0
1230559,55470.0
1230560,27855.0
1230566,26030.0
1230567,22311.0
1230568,25660.0
1230570,32805.0
1230571,13231.5
1230572,27654.0
1230573,20562.0
1230574,38005.0
1230575,24244.0
1230576,30860.0
1230577,31085.0
1230582,27029.0
1230583,27239.0
1230584,38125.0
1230585,32500.0
1230591,9975.0
1230597,20255.0
1230598,11108.0
1230611,35675.28
1230613,44990.0
1230615,12905.0
1230617,20960.0
1230618,10190.0
1230619,10105.0
1230620,10603.0
1230634,44720.0
1230635,35410.0
1230636,12435.0
1230637,10416.0
1230646,48740.0
1230650,57240.0
1230653,21085.0
1230654,12575.0
1230662,12840.0
1230668,19249.0
1230669,19299.0
1230670,21795.0
1230671,22300.0
1230673,29639.0
1230676,22735.0
1230677,22220.0
1230678,26027.0
1230693,29675.0
1230697,15203.0
1230700,11925.0
1230701,17760.0
1230706,41020.0
1230708,29200.0
1230710,31120.0
1230711,33290.0
1230712,35500.0
1230715,18331.0
1230716,25627.0
1230718,11727.0
1230740,21395.0
1230742,10433.0
1230746,10963.0
1230752,28820.0
1230754,16970.0
1230756,26968.0
1230757,10205.0
1230760,14895.0
1230761,21210.0
1230762,24625.0
1230767,10740.0
1230789,39418.0
1230792,15900.0
1230810,44350.0
1230812,49030.0
1230822,61660.0
1230826,45690.0
1230885,25355.0
1230886,24360.0
1230887,19625.0
1230888,22907.0
1230891,24770.0
1230894,24885.0
1230905,25380.0
1230909,32037.0
1230953,21035.0
1230966,33390.0
1230983,37220.0
1230986,45390.0
1230987,31465.28
1230988,28991.66
1230989,46625.0
1231007,8561.0
1231014,46360.0
1231015,43205.0
1231016,50025.0
1231017,12982.0
1231019,45250.0
1231020,48370.0
1231021,29650.0
1231022,18095.0
1231024,34170.0
1231042,19236.0
1231045,24105.0
1231046,33831.0
1231047,20430.0
1231048,20350.0
1231049,19890.0
1231050,20170.0
1231051,20260.0
1231054,12705.0
1231060,10558.0
1231068,26216.0
1231073,32045.0
1231074,50940.0
1231075,34080.0
1231079,24210.0
1231080,29820.0
1231081,35675.0
1231082,44710.0
1231091,23559.0
1231098,39257.0
1231102,17765.0
1231105,26235.0
1231106,16490.0
1231107,16311.0
1231108,17183.0
1231111,22900.0
1231112,11360.0
1231113,23850.0
1231115,10586.0
1231120,12079.0
1231127,26815.0
1231128,28218.0
1231129,19570.0
1231133,28392.0
1231152,67460.0
1231153,68050.0
1231158,11160.0
1231159,29555.0
1231160,65135.0
1231161,17975.0
1231164,11371.0
1231168,13562.0
1231183,23345.0
1231184,16045.0
1231185,15755.0
1231189,19680.0
1231194,47780.0
1231195,19420.0
1231196,21135.0
1231197,47530.0
1231198,36215.0
1231200,19590.0
1231201,43660.0
1231204,17445.0
1231205,17496.8
1231206,26950.0
1231207,22665.0
1231213,32225.0
1231242,10880.0
1231243,10486.6
1231244,12217.0
1231245,12292.0
1231246,9472.0
1231250,21332.0
1231262,35500.0
1231264,23705.0
1231265,22830.0
1231267,11397.0
1231269,18092.0
1231275,23292.0
1231276,26300.0
1231284,18236.0
1231297,10639.0
1231298,26716.6
1231299,23385.0
1231300,8736.0
1231301,32282.0
1231318,19380.0
1231319,26306.0
1231320,16380.0
1231324,26726.0
1231326,23675.0
1231331,36585.0
1231332,35415.0
1231333,39120.0
1231334,56290.0
1231336,10909.0
1231340,12323.0
1231342,22170.0
1231344,46100.0
1231346,8928.0
1231347,10043.0
1231363,17717.0
1231382,9588.0
1231387,26068.0
1231394,30740.0
1231395,21335.0
1231396,34060.0
1231397,32445.0
1231398,39200.0
1231402,23665.0
1231405,17233.0
1231418,16857.0
1231427,12823.0
1231432,29670.0
1231438,24570.0
1231439,12725.0
1231440,19667.0
1231441,23340.0
1231444,19645.0
1231445,17475.0
1231446,49840.0
1231447,25460.0
1231449,14595.0
1231451,36270.0
1231453,24290.0
1231457,45840.0
4244769,7500.0
4245421,11710.0
4245631,15885.0
4245744,7960.0
4245803,59640.0
4245945,42086.0
4245946,41156.0
4245963,33545.0
4245974,32430.0
4245977,42996.0
4246000,40806.0
4246035,23835.0
4246304,28175.0
4246330,27805.0
4246394,31220.0
4246516,36895.0
4247100,54830.0
4247186,37425.0
4247558,8612.0
4247587,9297.0
4247591,7852.0
4247806,9887.0
4247847,8217.0
4247848,8128.0
4248148,11025.0
4248188,9014.0
4248195,8786.0
4248592,16225.0
4248639,25831.5
4248804,29325.0
4249085,41200.0
4249434,13272.0
4249500,13550.0
4249501,14115.0
4249564,16484.0
4249598,17235.0
4249657,18545.0
4249784,20520.0
4249870,20225.0
4249900,20345.0
4250006,20455.0
4250011,23205.0
4250165,25329.0
4250166,22477.0
4250170,20227.0
4250180,22362.0
4250181,22567.0
4250187,21592.0
4250189,21872.0
4250195,20577.0
4250196,26140.0
4250532,23725.0
4250533,23920.0
4250720,26850.0
4250723,20545.0
4250724,27670.0
4250736,27330.0
4250737,27590.0
4250740,20805.0
4250761,27230.0
4251102,25808.0
4251551,23570.0
4251556,26595.0
4251567,22865.0
4251571,25322.0
4251577,22925.0
4251578,25382.0
4251599,22070.0
4251600,23390.0
4251932,16955.0
4252078,24925.0
4252090,25125.0
4252210,22330.0
4252211,23630.0
4252220,26370.0
4252230,24255.0
4252433,26915.0
4252435,26740.0
4252518,25255.0
4252528,17260.5
4252745,24250.0
4252771,25715.0
4253077,67745.0
4253122,25555.0
4253168,66540.0
4253319,12282.0
4253334,13710.0
4253816,18330.0
4253821,21775.0
4254197,19760.0
4254420,17931.0
4254430,18981.0
4254432,19131.0
4255593,31830.0
4256309,31145.0
4256767,16465.0
4256944,18655.0
4256946,18250.0
4256949,19010.0
4257562,29065.0
4257625,17354.0
4257911,19385.0
4258258,18035.0
4258379,23220.0
4258743,41785.0
4258746,41115.0
4259415,35530.0
4259422,35450.0
4259441,33250.0
4259443,37590.0
4259495,28250.0
4259919,25660.0
4260544,56630.0
4261266,28265.0
4261719,24872.0
4261850,23680.0
4262040,25247.0
4262383,29410.0
4262648,33765.0
4263175,36365.0
4263629,25360.0
4263635,27202.0
4263640,31210.0
4263743,16323.0
4263815,14870.0
4263994,12804.0
4264243,15675.0
4264883,14685.0
4264937,36425.0
4265049,30059.0
4265438,44025.0
4265461,37150.0
4265929,33245.0
4265934,34790.0
4266464,14566.0
4266504,16500.0
4266674,54840.0
4266675,60240.0
4266764,29575.0
4266861,34795.0
4266946,9690.0
4267214,19105.0
4267312,18690.0
4267490,25926.0
4267760,28865.0
4267763,31270.0
4267780,28355.0
4268060,51955.0
4268061,57700.0
4268197,32060.0
4268315,14860.0
4268505,35205.0
4268714,6579.0
4268732,9955.0
4269337,34895.0
4269357,35620.0
4269612,25685.0
4269613,25875.0
4269930,28844.0
4270060,10410.0
4270062,10432.0
4270063,9887.0
4270064,9240.0
4270066,9430.0
4270914,17255.0
4270948,17775.0
4271189,22160.0
4271195,18867.0
4271342,26572.0
4272082,19499.0
4272591,20735.0
4273027,32840.0
4273392,37894.0
4273722,32770.0
4273931,14960.0
4274690,18455.0
4274691,18165.0
4274696,16620.0
4274697,16910.0
4274815,28400.0
4274826,29045.0
4274831,32005.0
4274833,29120.0
4274835,31750.0
4274980,20157.0
4275096,33095.0
4275711,20670.0
4275938,40760.0
4275974,38835.0
4276745,17670.0
4276755,18111.0
4276783,17597.0
4276968,30865.0
4277375,15690.0
4277918,17744.0
4278243,56060.0
4278560,40920.0
4278585,42555.0
4278605,40740.0
4279417,14066.0
4279545,20055.0
4279558,20485.0
4279647,16865.0
4279787,29735.0
4280254,27670.0
4280261,28310.0
4280269,27670.0
4280387,32815.0
4280816,25615.0
4280951,14123.0
4280967,17237.0
4280981,16947.0
4281010,19130.0
4281148,26715.0
4281444,14450.0
4281446,14041.0
4282082,14840.0
4282086,16050.0
4282094,14485.0
4282098,14325.0
4282101,16730.0
4282165,17780.0
4282169,17775.0
4282170,26020.5
4282688,22060.0
4283019,30830.0
4283027,22270.0
4283115,16941.0
4283328,12832.02
4283540,41855.0
4283563,39675.0
4283644,16590.0
4283896,29040.0
4283897,29039.0
4284166,40355.0
4284323,17934.0
4284463,59130.0
4284586,30660.0
4284685,17890.0
4285836,29520.0
4285868,31880.0
4286326,27950.0
4286331,30190.0
4286844,51030.0
4287990,43770.0
4287993,44060.0
4288012,61600.0
4288368,45910.0
4288437,43930.0
4288817,59600.0
4288823,48150.0
4288924,67950.0
4289099,34800.0
4289100,38390.0
4289105,36610.0
4290669,56160.0
4290711,38655.0
4291384,32000.0
4291393,32470.0
4291629,49470.0
4291634,50970.0
4291989,26650.0
4292332,48290.0
4292360,51745.0
4292489,21590.0
4292494,21530.0
4292500,20795.0
4292638,21100.0
4292922,21235.0
4293144,24950.0
4293743,11725.0
4293747,11320.0
4294223,62300.0
4294433,43000.0
4294505,20825.0
4294701,54450.0
4294924,46000.0
4295041,38780.0
4295047,31030.0
4295181,29369.0
4295201,39580.0
4295202,33940.0
4295212,39580.0
4295951,40279.0
4295962,48309.0
4296045,59045.0
4296384,23380.0
4296544,40680.0
4296553,40640.0
4296561,36855.0
4296714,25085.0
4296754,68450.0
4296762,64580.0
4296777,58675.0
4296937,50995.0
4296938,44100.0
4297025,60320.0
4297030,57870.0
4297417,58960.0
4297442,55340.0
4297547,18690.0
4297561,24475.0
4298119,39410.0
4298148,61480.0
4298165,29005.0
4298236,31230.0
4298467,21750.0
4298468,21485.0
4298487,19615.0
4298488,19640.0
4298675,22305.0
4298676,22020.0
4298687,23995.0
4298963,24680.0
4299065,25895.0
4299362,21250.0
4299374,36330.0
4299706,44585.0
4299840,11974.0
4300136,31900.0
4300137,32630.0
4300245,39570.0
4300714,36580.0
4300924,18715.0
4301144,22577.0
4301150,31880.0
4301208,43720.0
4301628,60770.0
4301720,11167.0
4301724,10180.0
4302437,9855.0
4302509,56230.0
4303647,43430.0
4303674,43915.0
4303907,11540.0
4303919,10340.0
4303999,40290.0
4304301,68280.0
4304825,34430.0
4304827,31790.0
4304963,11650.0
4305132,40729.0
4305140,50144.0
4305249,11190.0
4305267,11060.0
4305316,11197.0
4305391,11282.0
4306330,18930.0
4306772,51650.0
4307058,34130.0
4307219,45380.0
4307332,28740.0
4307356,38660.0
4307366,20146.0
4307367,20636.0
4307933,15366.0
4308370,19167.0
4309548,48500.0
4310375,11188.0
4310436,22760.0
4310490,19150.0
4310677,40350.0
4310923,40455.0
4311125,27120.0
4311132,14407.0
4311270,22970.0
4311349,15030.0
4311588,27755.0
4311763,38345.0
4311772,45370.0
4311815,47840.0
4311967,19960.0
4311968,19980.0
4311973,19493.0
4312078,38765.0
4312082,30520.0
4312117,43060.0
4312550,42595.0
4312551,37445.0
4312552,38525.0
4312605,50970.0
4313048,47750.0
4313072,25658.0
4313083,25658.0
4313086,25728.0
4313096,34230.0
4313112,44445.0
4313113,45370.0
4313251,16075.0
4313273,30480.0
4313343,52040.0
4313366,57190.0
4313471,51310.0
4313963,31360.0
4314012,30880.0
4314023,30010.0
4314024,30470.0
4314109,31330.0
4314149,18361.0
4314159,16950.0
4314160,18327.0
4314541,26215.0
4314610,25980.0
4314611,25010.0
4314720,34701.5
4314725,34091.5
4314727,25620.5
4314814,46860.0
4315157,44700.0
4315158,47330.0
4315167,52980.0
4315221,52950.0
4315589,46630.0
4316069,45800.0
4316392,58890.0
4316477,37720.0
4316635,35830.0
4316647,21220.0
4316688,26330.0
4316916,9785.0
4316920,9190.0
4316921,9250.0
4317459,10171.0
4317644,32105.0
4318172,10630.0
4318381,10355.0
4318650,32310.0
4318691,14571.0
4318721,23800.0
4318722,24150.0
4318743,26125.0
4318746,20755.0
4318773,25680.0
4319291,32520.0
4319305,32430.0
4319308,31840.0
4319319,30880.0
4319325,31200.0
4319329,37355.0
4319332,29005.0
4319339,31340.0
4319345,30905.0
4319371,21510.0
4319407,12126.5
4319441,12661.5
4319485,13221.0
4319490,14431.0
4319529,13806.0
4319579,13096.5
4319584,12976.5
4319645,14554.5
4319669,14086.5
4319768,15385.0
4319847,15000.5
4320025,17850.0
4320028,16810.5
4320029,17120.0
4320122,19540.0
4320193,18280.0
4320212,19130.0
4320575,22800.0
4320584,23460.0
4320915,23470.0
4320928,22660.0
4320929,23065.0
4320930,23380.0
4321032,22705.0
4321040,22370.0
4321056,22850.0
4321263,18100.0
4321307,19090.0
4321358,20340.0
4321420,19845.0
4321475,20620.0
4321748,21645.0
4321769,21935.0
4321814,21475.0
4322339,16586.0
4322398,19670.0
4323066,40511.0
4323113,47990.0
4323217,49600.0
4323382,20141.0
4323706,23950.0
4323922,33931.0
4323996,35512.0
4324084,43716.0
4324085,46276.0
4324248,47495.0
4324250,45990.0
4324505,65810.0
4324637,16360.0
4324669,14900.0
4324711,16025.5
4324791,24060.0
4324834,23415.0
4325039,50760.0
4325230,24970.0
4325466,59859.5
4325637,17631.0
4325987,21812.0
4325988,21622.0
4326147,20187.5
4326150,22498.04
4326233,15235.0
4326437,20299.0
4326699,16855.0
4326700,17275.0
4329901,32133.0
4330204,15220.0
4331970,12655.0
4331992,13985.0
4332248,15120.0
4333483,19988.5
4333649,15615.0
4333858,25700.0
4334240,45665.0
4334319,39040.0
4335058,25573.5
4335121,31830.0
4335122,29070.0
4335126,33190.0
4335530,61160.0
4335531,60980.0
4335620,49765.0
4335883,53350.0
4335931,52995.0
4336204,48690.0
4338675,74610.0
4338677,74560.0
4346657,37160.0
4347823,60400.0
4347826,61440.0
4347828,60810.0
4347926,16785.0
4348340,42240.0
4348342,42250.0
4348984,62650.0
4349003,62590.0
4349362,36970.0
4349834,21630.0
4349885,23860.0
4351836,56750.0
4351867,38275.0
4351918,31680.0
4352532,39445.5
4352646,33800.0
4352753,46280.5
4352787,65660.0
4353038,14725.0
4353103,35050.0
4353104,33840.0
4353105,34650.0
4353240,32458.0
4353242,35578.0
4353290,27860.0
4353529,43260.0
4353777,36010.0
4353789,28535.0
4353975,31805.0
4353982,29288.0
4353983,27308.0
4354007,51945.0
4354008,46095.0
4354273,23990.0
4354444,46220.0
